epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,16.0005,0.55256,2.82434,0.83244,0.04167,0.125,0.12437,0.12437,0.33197,4.10968,0.75709,0.000514865,0.000514865,0.0355149
23,16.6931,0.539,2.7241,0.85027,0.00833,0.125,0.06219,0.06219,0.39507,3.98197,0.76488,0.000531896,0.000531896,0.0325319
24,17.2556,0.56568,2.5294,0.84744,0.00897,0.25,0.07048,0.06965,0.41188,3.87026,0.77352,0.000548333,0.000548333,0.0295483
25,17.818,0.55786,2.72989,0.8411,0.04287,0.41667,0.15642,0.15265,0.40923,3.81358,0.77106,0.000564176,0.000564176,0.0265642
26,18.4266,0.58643,2.57341,0.85726,0.05141,0.45833,0.1835,0.18036,0.37673,3.74707,0.77903,0.000579425,0.000579425,0.0235794
27,19.0471,0.58974,2.77665,0.80964,0.04647,0.45833,0.12597,0.12308,0.33485,3.75902,0.7811,0.00059408,0.00059408,0.0205941
28,19.6041,0.51543,2.57712,0.84561,0.043,0.33333,0.09946,0.0992,0.36521,3.80508,0.78514,0.000608141,0.000608141,0.0176081
29,20.1623,0.53257,2.63429,0.82075,0.043,0.33333,0.09946,0.0992,0.36521,3.80508,0.78514,0.000621608,0.000621608,0.0146216
30,20.8216,0.51963,2.55685,0.87728,0.03453,0.33333,0.09681,0.09668,0.28954,3.80362,0.78206,0.000634481,0.000634481,0.0116345
31,21.4401,0.54185,2.53293,0.82938,0.02676,0.5,0.1159,0.11472,0.33585,3.6257,0.83572,0.00064676,0.00064676,0.00864676
32,22.0137,0.57767,2.66024,0.84778,0.02987,0.625,0.14529,0.13394,0.36144,3.41633,0.83833,0.000658445,0.000658445,0.00565844
33,22.5378,0.55198,2.41166,0.84189,0.02987,0.625,0.14529,0.13394,0.36144,3.41633,0.83833,0.000669536,0.000669536,0.00266954
34,23.0857,0.50065,2.49486,0.80569,0.02246,0.66667,0.1681,0.15299,0.37547,3.18472,0.83871,0.0006733,0.0006733,0.0006733
35,23.6312,0.5298,2.48615,0.81565,0.02677,0.875,0.18282,0.17623,0.35478,2.93443,0.84342,0.0006634,0.0006634,0.0006634
36,24.2161,0.49991,2.48005,0.82451,0.02217,0.875,0.17581,0.16553,0.33056,2.80304,0.83701,0.0006535,0.0006535,0.0006535
37,24.8399,0.54045,2.48546,0.86312,0.02217,0.875,0.17581,0.16553,0.33056,2.80304,0.83701,0.0006436,0.0006436,0.0006436
38,25.4087,0.51809,2.25508,0.83358,0.02046,0.875,0.17253,0.16138,0.33364,2.73551,0.84322,0.0006337,0.0006337,0.0006337
39,25.9576,0.53029,2.50092,0.83553,0.02093,0.875,0.1518,0.14639,0.3031,2.77505,0.84773,0.0006238,0.0006238,0.0006238
40,26.5718,0.52253,2.45211,0.83565,0.02124,0.875,0.1404,0.12998,0.37334,2.78443,0.86364,0.0006139,0.0006139,0.0006139
41,27.1072,0.54525,2.46172,0.82343,0.02124,0.875,0.1404,0.12998,0.37334,2.78443,0.86364,0.000604,0.000604,0.000604
42,27.6505,0.47824,2.41647,0.84333,0.02227,0.875,0.13683,0.12252,0.39907,2.8348,0.87327,0.0005941,0.0005941,0.0005941
43,28.1956,0.57439,2.43028,0.8267,0.02227,0.875,0.13943,0.12464,0.43212,2.82836,0.87328,0.0005842,0.0005842,0.0005842
44,28.8736,0.50172,2.40705,0.83618,0.02238,0.875,0.14268,0.1321,0.41693,2.83308,0.869,0.0005743,0.0005743,0.0005743
45,29.3881,0.49814,2.50765,0.83739,0.02238,0.875,0.14268,0.1321,0.41693,2.83308,0.869,0.0005644,0.0005644,0.0005644
46,29.929,0.52653,2.41255,0.81356,0.02199,0.875,0.16577,0.15008,0.42392,2.80916,0.85911,0.0005545,0.0005545,0.0005545
47,30.4798,0.45966,2.47966,0.84539,0.02181,0.875,0.16937,0.15583,0.39772,2.777,0.85229,0.0005446,0.0005446,0.0005446
48,31.0268,0.4396,2.37338,0.83768,0.02137,0.875,0.18317,0.17235,0.37765,2.72822,0.83042,0.0005347,0.0005347,0.0005347
49,31.5574,0.48441,2.41888,0.81401,0.02137,0.875,0.18317,0.17235,0.37765,2.72822,0.83042,0.0005248,0.0005248,0.0005248
50,32.1064,0.4862,2.41273,0.8028,0.02072,0.875,0.31193,0.29608,0.37462,2.65466,0.83881,0.0005149,0.0005149,0.0005149
51,32.7719,0.48257,2.45786,0.82834,0.02082,0.875,0.31409,0.29848,0.38195,2.6078,0.83724,0.000505,0.000505,0.000505
52,33.3688,0.45829,2.28032,0.82164,0.05675,0.54167,0.25572,0.24582,0.37901,2.5773,0.82789,0.0004951,0.0004951,0.0004951
53,33.8803,0.50908,2.52257,0.82079,0.05675,0.54167,0.25572,0.24582,0.37901,2.5773,0.82789,0.0004852,0.0004852,0.0004852
54,34.4521,0.46579,2.2933,0.81837,0.05419,0.29167,0.25714,0.24824,0.37053,2.56183,0.82238,0.0004753,0.0004753,0.0004753
55,34.9953,0.49317,2.3907,0.83036,0.06243,0.29167,0.23944,0.23336,0.3568,2.53773,0.81665,0.0004654,0.0004654,0.0004654
56,35.5758,0.45873,2.3169,0.80233,0.29095,0.16973,0.24214,0.23532,0.36106,2.50504,0.81394,0.0004555,0.0004555,0.0004555
57,36.1263,0.46048,2.43563,0.83453,0.29095,0.16973,0.24214,0.23532,0.36106,2.50504,0.81394,0.0004456,0.0004456,0.0004456
58,36.8045,0.48532,2.31928,0.81773,0.52965,0.125,0.24588,0.22606,0.33914,2.48797,0.81342,0.0004357,0.0004357,0.0004357
59,37.3728,0.47302,2.36818,0.831,0.5439,0.125,0.24054,0.22039,0.34732,2.47787,0.81468,0.0004258,0.0004258,0.0004258
60,37.9487,0.48633,2.33926,0.80723,0.52916,0.125,0.24154,0.23348,0.35828,2.45138,0.8131,0.0004159,0.0004159,0.0004159
61,38.4791,0.48651,2.22883,0.78505,0.52916,0.125,0.24154,0.23348,0.35828,2.45138,0.8131,0.000406,0.000406,0.000406
62,39.0551,0.43721,2.41206,0.82154,0.53716,0.14652,0.22964,0.22389,0.32637,2.45795,0.81836,0.0003961,0.0003961,0.0003961
63,39.6281,0.48686,2.28034,0.82992,0.16992,0.18478,0.21937,0.21492,0.33471,2.46686,0.81853,0.0003862,0.0003862,0.0003862
64,40.307,0.46528,2.28481,0.82168,0.05798,0.375,0.22017,0.21519,0.36054,2.46202,0.81844,0.0003763,0.0003763,0.0003763
65,40.8487,0.45994,2.32553,0.82844,0.05798,0.375,0.22017,0.21519,0.36054,2.46202,0.81844,0.0003664,0.0003664,0.0003664
66,41.4052,0.43539,2.33378,0.79256,0.06368,0.41667,0.22033,0.21532,0.37865,2.44746,0.8175,0.0003565,0.0003565,0.0003565
67,41.9427,0.43496,2.27993,0.83174,0.0588,0.70833,0.22415,0.21881,0.39233,2.43682,0.82299,0.0003466,0.0003466,0.0003466
68,42.5089,0.423,2.22025,0.82324,0.0358,1,0.22871,0.22403,0.40673,2.42952,0.82774,0.0003367,0.0003367,0.0003367
69,43.0661,0.43063,2.32202,0.80841,0.0358,1,0.22871,0.22403,0.40673,2.42952,0.82774,0.0003268,0.0003268,0.0003268
70,43.7259,0.44947,2.52174,0.85808,0.03514,1,0.16354,0.15893,0.42313,2.42054,0.83162,0.0003169,0.0003169,0.0003169
71,44.7682,0.46331,2.28288,0.8221,0.02368,1,0.16338,0.15866,0.43265,2.41517,0.83406,0.000307,0.000307,0.000307
72,45.7648,0.43818,2.14827,0.83288,0.02335,1,0.16154,0.15606,0.42695,2.41874,0.8338,0.0002971,0.0002971,0.0002971
73,46.7274,0.48017,2.32278,0.80903,0.02335,1,0.16154,0.15606,0.42695,2.41874,0.8338,0.0002872,0.0002872,0.0002872
74,47.8043,0.36433,2.2531,0.81467,0.02308,1,0.15971,0.15474,0.42636,2.41447,0.8338,0.0002773,0.0002773,0.0002773
75,48.5682,0.41374,2.20066,0.80831,0.02269,1,0.22087,0.21631,0.41916,2.41333,0.83372,0.0002674,0.0002674,0.0002674
76,49.2583,0.36207,2.29174,0.81775,0.05605,0.8918,0.23004,0.22431,0.40376,2.41764,0.833,0.0002575,0.0002575,0.0002575
77,49.8024,0.44195,2.25071,0.81426,0.05605,0.8918,0.23004,0.22431,0.40376,2.41764,0.833,0.0002476,0.0002476,0.0002476
78,50.3951,0.38393,2.23871,0.83792,0.05804,0.75,0.2251,0.21938,0.40134,2.42482,0.83199,0.0002377,0.0002377,0.0002377
79,50.9585,0.38032,2.327,0.8234,0.05907,0.625,0.22453,0.21954,0.38694,2.43353,0.83094,0.0002278,0.0002278,0.0002278
80,51.6073,0.416,2.28375,0.80541,0.06309,0.625,0.22945,0.22377,0.35223,2.44483,0.82828,0.0002179,0.0002179,0.0002179
81,52.1443,0.39824,2.0996,0.79447,0.06309,0.625,0.22945,0.22377,0.35223,2.44483,0.82828,0.000208,0.000208,0.000208
82,52.725,0.39172,2.08077,0.80582,0.06351,0.625,0.22371,0.21837,0.33608,2.45334,0.82665,0.0001981,0.0001981,0.0001981
83,53.3034,0.41914,2.26082,0.79144,0.06587,0.625,0.22371,0.21822,0.33076,2.45575,0.82548,0.0001882,0.0001882,0.0001882
84,53.9864,0.41023,2.29844,0.82434,0.06645,0.55485,0.22754,0.22246,0.31369,2.45654,0.82385,0.0001783,0.0001783,0.0001783
85,54.5081,0.46434,2.30257,0.82561,0.06645,0.55485,0.22754,0.22246,0.31369,2.45654,0.82385,0.0001684,0.0001684,0.0001684
86,55.1001,0.36241,2.0543,0.80323,0.06528,0.5,0.22744,0.22261,0.30718,2.45967,0.82231,0.0001585,0.0001585,0.0001585
87,55.6712,0.41948,2.26152,0.80454,0.0676,0.5,0.22592,0.22075,0.30973,2.45785,0.82078,0.0001486,0.0001486,0.0001486
88,56.2678,0.43848,2.09788,0.79839,0.07221,0.5,0.22618,0.22119,0.31752,2.45362,0.81917,0.0001387,0.0001387,0.0001387
89,56.803,0.38223,2.1399,0.80481,0.07221,0.5,0.22618,0.22119,0.31752,2.45362,0.81917,0.0001288,0.0001288,0.0001288
90,57.3586,0.37291,2.35911,0.81881,0.0693,0.46791,0.22672,0.22257,0.31787,2.44412,0.81813,0.0001189,0.0001189,0.0001189
91,58.96,0.36544,2.56339,0.83936,0.05854,0.375,0.23622,0.2321,0.3249,2.43257,0.81671,0.000109,0.000109,0.000109
92,59.5918,0.35858,2.40739,0.81328,0.06517,0.38349,0.24276,0.23842,0.32818,2.4189,0.81617,9.91e-05,9.91e-05,9.91e-05
93,60.1121,0.30842,2.28571,0.81528,0.06517,0.38349,0.24276,0.23842,0.32818,2.4189,0.81617,8.92e-05,8.92e-05,8.92e-05
94,60.6932,0.36399,2.3969,0.78511,0.06657,0.375,0.24409,0.2392,0.32784,2.40915,0.81595,7.93e-05,7.93e-05,7.93e-05
95,61.2405,0.31736,2.21157,0.81102,0.06575,0.375,0.24377,0.23879,0.32212,2.39965,0.81573,6.94e-05,6.94e-05,6.94e-05
96,61.7817,0.35581,2.35262,0.80965,0.0631,0.33333,0.24227,0.2372,0.3273,2.39029,0.81551,5.95e-05,5.95e-05,5.95e-05
97,62.3105,0.35823,2.58216,0.8122,0.0631,0.33333,0.24227,0.2372,0.3273,2.39029,0.81551,4.96e-05,4.96e-05,4.96e-05
98,62.96,0.3896,2.34924,0.80461,0.07465,0.33333,0.24295,0.23701,0.32253,2.38353,0.8154,3.97e-05,3.97e-05,3.97e-05
99,63.5112,0.32285,2.2848,0.80828,0.06513,0.24763,0.24678,0.23928,0.32282,2.37947,0.81536,2.98e-05,2.98e-05,2.98e-05
100,64.0937,0.3272,2.21733,0.81751,0.05895,0.21672,0.24678,0.23957,0.31742,2.37232,0.81538,1.99e-05,1.99e-05,1.99e-05
